product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
504,mattis nibh ligula,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",837.49,22.22,toys,Mynte,960,Indigo,extra large,1.9,2010-12-12,2.9,973,turpis,1.1,678,express,16.45
505,nulla ac,Morbi non quam nec dui luctus rutrum. Nulla tellus.,992.13,47.42,beauty,Mydeo,776,Pink,medium,8.5,2016-09-01,2.2,323,vehicula,1.1,895,express,20.61
506,diam in magna bibendum,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",913.09,9.22,home decor,Einti,919,Red,medium,2.3,2020-08-03,2.3,470,proin at turpis a,1.4,144,express,17.03
507,faucibus accumsan odio curabitur,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",256.73,4.66,beauty,Kanoodle,252,Pink,extra large,2.2,2021-10-04,3.8,614,adipiscing lorem vitae,1.1,828,express,11.57
508,tempor convallis nulla,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",621.98,5.77,home decor,Wikivu,380,Puce,extra large,4.1,2018-06-25,3.2,946,enim blandit mi in,3.3,510,standard,49.8
509,phasellus sit amet erat,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",979.32,47.44,toys,Browsedrive,547,Yellow,small,3.5,2016-05-20,4.5,976,lobortis est phasellus sit amet erat,1.6,344,free,25.39
510,maecenas rhoncus aliquam,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",900.58,47.27,clothing,Devify,181,Indigo,small,5.1,2016-09-27,1.1,447,sodales sed tincidunt eu,4.3,549,free,37.51
511,morbi sem mauris,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",887.79,47.15,electronics,Photospace,550,Violet,medium,0.2,2013-01-16,3.1,363,consequat morbi,3.2,645,free,37.74
512,turpis adipiscing,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",400.71,26.0,electronics,Blognation,291,Crimson,small,0.2,2016-11-15,4.2,2,sem mauris laoreet ut rhoncus,3.7,985,free,35.33
513,consequat varius,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",142.41,47.13,home decor,Riffpedia,654,Purple,extra large,7.7,2014-01-20,2.9,18,etiam,1.5,344,standard,42.69
514,sit amet eros,Nulla mollis molestie lorem.,532.63,11.33,home decor,Avavee,593,Orange,medium,3.8,2019-03-28,2.8,227,volutpat convallis morbi odio odio elementum,4.1,427,free,47.59
515,nullam orci,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",382.08,32.87,toys,Kazu,537,Goldenrod,small,7.8,2022-07-13,4.7,428,posuere felis sed lacus morbi sem,3.6,429,free,3.84
516,ante ipsum primis in,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",72.99,24.85,toys,Myworks,159,Purple,large,9.4,2022-11-23,1.6,963,volutpat sapien arcu sed,3.6,279,express,22.81
517,in hac habitasse platea,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",260.43,18.03,clothing,Youspan,624,Goldenrod,medium,3.5,2011-02-02,2.5,54,a nibh,4.7,664,free,16.68
518,lacus at velit,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",458.11,24.73,toys,Aivee,586,Khaki,extra large,4.9,2010-05-31,1.3,156,consequat dui,4.2,230,free,2.85
519,quis orci eget orci,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",294.66,13.81,home decor,Blognation,798,Purple,extra large,9.9,2016-02-27,3.5,174,duis bibendum morbi,1.6,198,free,17.54
520,in lectus,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,876.45,49.91,beauty,Riffpedia,758,Maroon,small,7.1,2022-01-23,3.7,323,arcu sed,2.3,163,express,48.67
521,tincidunt eu,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,768.18,8.12,home decor,Rhyloo,644,Crimson,small,5.9,2018-05-24,2.0,256,vel est donec odio,4.0,29,standard,3.6
522,ut blandit non interdum,Suspendisse potenti.,910.94,7.55,toys,Twinder,836,Pink,small,8.7,2011-06-12,3.9,310,turpis adipiscing lorem vitae mattis nibh,1.4,530,standard,24.29
523,risus semper porta,Proin at turpis a pede posuere nonummy.,534.44,41.38,toys,Roomm,155,Turquoise,large,6.2,2017-10-26,4.2,773,augue vestibulum,3.3,986,standard,39.91
524,pede morbi,Nam nulla.,232.62,44.59,toys,Quatz,676,Turquoise,large,3.0,2011-01-23,3.8,955,vehicula,2.0,503,free,17.05
525,nec sem duis,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,769.95,28.44,home decor,Yodoo,163,Orange,extra large,0.8,2011-02-27,1.3,494,mi pede,1.3,906,express,41.29
526,donec vitae,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,304.13,11.41,clothing,Voonix,237,Blue,large,8.8,2022-04-12,4.8,235,id turpis integer aliquet massa,1.3,837,express,21.2
527,ac consequat metus sapien,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",410.42,12.17,home decor,Dazzlesphere,294,Turquoise,small,6.7,2011-07-03,4.7,827,id sapien in sapien iaculis congue,2.3,609,standard,38.45
528,nulla neque,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,106.0,6.59,electronics,Kanoodle,150,Crimson,medium,1.4,2022-05-13,1.3,841,magna ac consequat metus sapien ut,1.7,979,free,40.32
529,eget eros,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,793.09,47.74,beauty,Vinder,445,Violet,small,8.6,2018-11-25,2.8,877,rhoncus,3.9,922,standard,29.05
530,ultrices enim,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",30.78,12.03,electronics,Zoonoodle,798,Maroon,extra large,3.4,2010-05-03,2.6,123,quis justo maecenas rhoncus aliquam lacus,1.1,748,standard,42.82
531,sem mauris laoreet ut,Quisque id justo sit amet sapien dignissim vestibulum.,349.2,47.05,electronics,Skidoo,392,Maroon,medium,2.9,2019-10-12,4.5,847,amet justo,3.5,667,standard,37.99
532,justo pellentesque,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,36.73,33.32,beauty,Aibox,35,Pink,small,9.3,2010-09-14,3.5,341,sapien arcu sed augue aliquam erat,1.5,943,free,47.34
533,donec semper,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",856.55,33.44,electronics,Oyoba,921,Orange,medium,6.6,2013-04-20,4.9,999,sit amet nulla,3.8,574,express,24.96
534,quam turpis adipiscing lorem,Aliquam erat volutpat.,736.97,47.63,toys,Jabbertype,22,Khaki,medium,7.9,2013-10-26,4.3,644,ipsum aliquam non mauris,3.1,591,free,13.76
535,odio cras,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",890.85,26.68,toys,Youopia,231,Puce,medium,2.7,2019-10-03,2.6,97,et eros vestibulum ac est lacinia,2.4,677,standard,23.14
536,proin risus,Praesent lectus.,406.03,1.34,home decor,Gevee,474,Mauv,small,9.9,2020-09-30,2.1,625,ligula sit,3.2,25,free,24.87
537,felis sed lacus morbi,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",389.32,29.24,electronics,Roomm,455,Goldenrod,small,7.2,2021-07-11,1.8,257,morbi vel lectus,4.9,466,express,1.07
538,imperdiet sapien urna pretium,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",713.53,40.11,toys,Minyx,47,Blue,extra large,6.0,2016-12-10,2.5,217,sed augue aliquam,2.8,947,free,19.28
539,tempor turpis,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,643.05,31.07,toys,Vitz,981,Purple,medium,7.5,2015-02-06,4.2,219,iaculis justo in,3.7,343,express,44.83
540,erat quisque,In congue.,176.34,33.84,home decor,Jamia,484,Fuscia,extra large,4.4,2018-01-10,4.0,606,elementum nullam varius,2.2,976,standard,23.43
541,sollicitudin mi sit amet,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",593.68,42.82,beauty,Jabberstorm,43,Maroon,extra large,4.1,2022-10-16,1.8,724,integer tincidunt ante vel ipsum praesent,1.9,132,standard,20.42
542,nulla nunc purus phasellus,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",589.24,45.52,toys,Buzzster,526,Blue,small,10.0,2013-09-08,2.0,859,ac nibh,3.8,260,express,2.71
543,cras non velit,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,550.94,35.19,home decor,Avaveo,469,Orange,medium,9.9,2010-05-08,2.2,960,enim lorem ipsum dolor,2.7,989,express,48.9
544,malesuada in imperdiet,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",957.41,49.38,clothing,Brainverse,112,Blue,medium,8.8,2015-08-27,1.6,763,tellus nisi eu,4.6,635,free,48.69
545,sed sagittis,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,975.39,37.22,home decor,Tagopia,34,Green,large,4.8,2014-08-26,4.5,759,et eros vestibulum,4.6,654,free,31.94
546,leo odio condimentum,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,222.71,37.4,beauty,Fatz,587,Purple,extra large,7.4,2016-07-22,4.2,686,varius ut blandit non interdum,2.7,518,standard,30.28
547,massa tempor convallis,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,132.23,19.86,electronics,Muxo,62,Purple,medium,5.5,2010-07-07,3.4,240,purus aliquet at feugiat non pretium,3.2,865,express,20.16
548,justo eu massa donec,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",132.58,29.77,beauty,Feednation,596,Puce,small,0.3,2021-08-27,3.3,941,amet sapien dignissim vestibulum vestibulum,1.5,573,express,26.51
549,leo odio porttitor id,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",449.57,37.24,electronics,Wikizz,308,Crimson,extra large,2.3,2014-04-17,3.9,389,nulla ac enim in tempor turpis,4.0,784,express,45.86
550,accumsan tellus nisi eu,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",905.15,47.27,electronics,Photojam,339,Puce,small,9.7,2013-03-28,5.0,515,pellentesque volutpat dui maecenas tristique est,2.2,897,standard,27.64
551,elementum in hac,Maecenas tincidunt lacus at velit.,189.13,49.37,beauty,Kwideo,340,Indigo,extra large,9.6,2020-10-06,1.4,926,amet consectetuer adipiscing elit proin,4.9,104,free,3.05
552,maecenas rhoncus aliquam,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,255.85,45.9,beauty,Devpulse,874,Indigo,extra large,9.3,2018-10-09,2.5,826,quis,3.4,118,free,12.87
553,vitae consectetuer eget rutrum,Maecenas pulvinar lobortis est.,216.99,29.22,toys,Zava,938,Blue,small,1.7,2022-10-10,4.8,811,tincidunt nulla mollis molestie,4.2,310,standard,45.55
554,vivamus metus,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",913.66,38.78,clothing,Gevee,200,Maroon,extra large,8.5,2011-01-18,1.7,224,enim in tempor turpis nec euismod,4.2,304,standard,39.32
555,in faucibus orci luctus,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",276.01,42.18,electronics,Zooxo,523,Mauv,medium,1.6,2011-08-23,4.5,444,justo etiam pretium iaculis justo,3.6,277,free,44.02
556,non mattis,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",694.17,12.49,clothing,Jaxbean,223,Crimson,small,1.5,2011-02-05,4.3,481,quam pede lobortis ligula,3.4,230,express,47.8
557,quam pharetra,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",790.87,45.92,clothing,Zava,829,Puce,medium,2.3,2013-11-26,4.0,316,eget massa tempor convallis,4.4,525,standard,14.48
558,at nulla suspendisse potenti,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",344.55,32.58,home decor,Zoomcast,246,Yellow,extra large,5.3,2014-08-13,2.6,626,montes nascetur,3.7,419,standard,4.79
559,enim leo,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",772.1,0.69,clothing,Rhyloo,362,Teal,small,6.4,2019-03-04,2.4,184,suscipit nulla elit ac nulla,2.1,53,express,47.73
560,habitasse platea dictumst,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,539.98,2.14,electronics,Fatz,242,Khaki,large,4.8,2018-03-16,2.5,600,lectus aliquam sit amet diam,3.3,585,express,33.53
561,odio condimentum id,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,616.3,26.33,beauty,Livetube,363,Mauv,large,9.7,2015-08-04,3.4,736,quisque porta volutpat erat,4.4,244,express,3.87
562,in faucibus orci,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,72.34,45.83,beauty,Wikivu,836,Maroon,extra large,0.1,2010-12-20,4.0,288,massa tempor convallis,2.1,390,express,34.75
563,porttitor lacus at,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",558.69,43.07,home decor,Zoonder,741,Red,large,0.1,2015-01-24,1.6,312,sapien placerat,1.7,121,free,30.65
564,tellus nulla ut,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",936.02,3.6,beauty,Livetube,107,Fuscia,medium,6.8,2017-12-09,1.1,426,rhoncus aliquet pulvinar sed,1.4,919,standard,41.25
565,nisi nam ultrices,Proin eu mi. Nulla ac enim.,421.11,7.04,clothing,Voonder,232,Aquamarine,extra large,7.5,2019-10-22,4.1,297,posuere,1.4,313,standard,35.75
566,volutpat eleifend donec ut,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",328.25,39.54,beauty,Rhyloo,536,Orange,small,6.9,2020-08-24,1.4,437,augue quam,4.7,677,free,28.1
567,lacus at turpis donec,Aenean fermentum.,896.12,8.66,beauty,Oyope,616,Puce,small,7.9,2015-06-27,4.6,696,ultrices posuere cubilia curae,3.5,350,standard,36.49
568,sem duis,Aliquam non mauris. Morbi non lectus.,507.0,40.86,toys,Meezzy,507,Puce,large,0.7,2021-02-02,4.0,106,ut blandit non interdum in ante,2.6,831,standard,37.44
569,et magnis,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",648.47,13.51,home decor,Thoughtsphere,207,Goldenrod,small,1.5,2015-08-31,2.3,674,risus semper porta,2.2,534,express,8.99
570,odio in hac,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",270.15,17.18,toys,Skinte,739,Goldenrod,extra large,7.8,2019-09-01,2.6,628,lectus vestibulum quam sapien varius,2.2,611,express,47.17
571,orci nullam molestie,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,217.32,43.12,home decor,Dabjam,501,Indigo,large,0.4,2012-08-09,2.2,67,ipsum ac tellus semper interdum,2.6,418,standard,18.05
572,eget vulputate ut ultrices,In hac habitasse platea dictumst.,459.31,4.7,home decor,Devbug,113,Crimson,extra large,2.5,2014-02-11,3.8,271,nisi volutpat,1.1,462,standard,8.41
573,ultrices phasellus,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,584.57,42.03,toys,Jaxbean,887,Puce,extra large,6.3,2022-09-16,4.6,437,id pretium,2.0,103,free,38.59
574,massa id lobortis convallis,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",666.37,19.45,beauty,Eamia,858,Orange,medium,0.9,2017-08-31,1.5,360,posuere cubilia,3.6,108,free,18.25
575,curabitur gravida nisi at,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,578.72,46.99,electronics,Cogibox,59,Aquamarine,large,5.8,2017-04-03,4.0,249,mattis,3.3,353,standard,13.88
576,nisl nunc,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,589.47,18.13,toys,Photolist,441,Turquoise,medium,6.4,2021-03-06,2.0,92,nulla,3.7,897,free,7.36
577,magna bibendum imperdiet nullam,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",658.01,14.02,beauty,Cogidoo,725,Fuscia,extra large,5.5,2011-10-01,3.1,736,orci luctus,3.0,986,free,20.52
578,interdum eu tincidunt,Donec ut dolor.,966.32,31.01,home decor,Innotype,775,Orange,small,9.1,2021-12-30,2.6,336,aliquet massa,3.6,443,free,43.87
579,nec euismod,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,332.98,24.53,home decor,Skyndu,1000,Puce,large,2.2,2013-11-12,3.3,485,integer non,4.5,753,free,42.8
580,sapien varius,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,84.21,25.83,clothing,Divavu,670,Fuscia,small,6.1,2018-01-28,4.5,833,pede justo lacinia,4.9,691,express,32.71
581,in tempor,Cras in purus eu magna vulputate luctus.,538.62,30.28,clothing,Skajo,202,Red,small,2.8,2013-04-26,2.6,501,lectus,3.6,139,standard,6.67
582,risus praesent,Phasellus id sapien in sapien iaculis congue.,930.53,8.18,beauty,Mybuzz,562,Yellow,medium,9.4,2016-07-22,4.2,21,quis orci nullam molestie,3.0,861,express,35.01
583,quam nec dui,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",16.49,32.98,home decor,Jetpulse,1000,Aquamarine,small,2.5,2021-02-28,4.5,414,pharetra magna ac consequat metus sapien,3.7,121,free,1.92
584,posuere felis sed lacus,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,602.18,44.54,toys,Youspan,690,Red,medium,6.6,2018-11-26,3.2,203,velit,2.1,115,free,28.95
585,ornare imperdiet sapien urna,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",684.17,4.78,home decor,Brightdog,156,Purple,small,7.3,2015-01-21,3.2,444,aliquet,1.0,104,free,41.28
586,sit amet sapien,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,494.56,38.78,home decor,Wikivu,344,Goldenrod,extra large,4.2,2018-06-22,2.1,973,blandit mi in porttitor pede justo,3.3,525,standard,40.52
587,ante ipsum primis in,Morbi a ipsum. Integer a nibh.,354.27,31.31,toys,Avamm,318,Blue,small,0.8,2016-01-04,4.1,289,nulla ut,4.3,405,standard,11.78
588,nibh in hac,Proin interdum mauris non ligula pellentesque ultrices.,301.65,1.39,electronics,Mydo,775,Orange,medium,6.6,2017-02-01,3.6,534,sapien varius ut blandit non,3.1,309,standard,18.52
589,id justo,Nunc rhoncus dui vel sem.,886.57,33.48,clothing,Dabvine,425,Teal,extra large,5.8,2012-04-15,1.2,333,vel accumsan tellus nisi eu orci,4.4,177,free,30.13
590,sem praesent,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",665.71,10.15,beauty,Leexo,970,Crimson,medium,0.2,2014-02-11,3.9,359,posuere cubilia curae donec pharetra magna,3.0,60,express,7.78
591,nisl aenean,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",813.11,19.25,toys,Zoomdog,176,Orange,medium,4.6,2017-11-10,1.5,128,pellentesque viverra pede ac,1.7,909,express,42.25
592,maecenas pulvinar,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",614.95,26.93,electronics,Cogidoo,744,Purple,medium,4.5,2010-06-04,2.0,799,pellentesque ultrices phasellus id,4.6,444,standard,34.67
593,odio in,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",237.13,38.49,beauty,Gabtune,724,Pink,medium,6.6,2019-05-17,4.2,202,tempus vivamus in,1.1,521,free,19.87
594,sed tincidunt eu,Ut tellus. Nulla ut erat id mauris vulputate elementum.,198.24,20.2,beauty,Mydo,905,Yellow,medium,2.2,2017-03-17,4.3,644,egestas metus aenean,1.6,895,standard,9.61
595,in quis,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,243.51,29.46,electronics,Innotype,813,Pink,medium,3.1,2016-08-30,3.7,142,tristique in tempus sit amet sem,2.4,812,express,18.32
596,molestie sed,Donec ut dolor.,522.28,45.2,clothing,DabZ,982,Orange,small,8.9,2011-08-02,2.2,448,adipiscing molestie hendrerit at,2.7,603,express,35.27
597,leo rhoncus,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",909.12,28.86,electronics,Katz,537,Puce,extra large,5.8,2012-10-02,4.5,462,duis,3.3,80,standard,26.56
598,hac habitasse,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",297.18,40.39,electronics,Yodoo,414,Indigo,extra large,9.3,2022-02-02,2.5,549,et,4.7,607,express,29.92
599,luctus cum sociis natoque,Duis aliquam convallis nunc.,510.77,36.47,electronics,Yamia,326,Violet,extra large,3.7,2012-10-08,1.6,369,platea,4.7,211,standard,6.02
600,rutrum nulla tellus,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",96.15,46.26,electronics,Devbug,326,Orange,small,0.9,2015-11-25,1.7,418,posuere cubilia curae,4.5,158,standard,32.9
601,consequat morbi a,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",750.8,29.04,home decor,Rhybox,843,Blue,medium,6.5,2013-10-12,4.2,742,cubilia,2.0,482,express,12.76
602,molestie hendrerit at,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",362.91,26.63,toys,Realcube,595,Green,medium,1.5,2020-06-13,2.4,702,augue luctus tincidunt,3.3,796,express,2.43
603,non ligula pellentesque,Duis mattis egestas metus. Aenean fermentum.,786.42,27.18,electronics,Mita,782,Puce,extra large,4.2,2022-07-09,1.7,202,id,1.5,3,standard,27.79
604,volutpat in,Nulla tempus.,739.03,46.36,clothing,Oyoyo,21,Yellow,medium,5.1,2016-05-28,1.4,209,suspendisse potenti cras in purus eu,2.0,210,express,24.67
605,adipiscing lorem vitae mattis,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,142.59,28.17,clothing,Leexo,165,Maroon,small,7.1,2014-12-25,3.2,602,tellus nulla ut erat id mauris,2.7,870,free,19.22
